run_id,contact_id,brief_id,level,level_name,stratum,gender,formal,gender_paired,ocean_source,lifecycle_stage,used_model,provider,model,tier,reused_from,ok,skipped,error,rules_accepted,rules_failures,rules_unchecked,seconds,chars
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,2,10,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.47,251
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,125
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,361
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,14.05,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,13.98,127
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,15.19,363
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,3a,linguistic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,16.29,383
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,3b,purchases,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.89,127
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,3c,reviews,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.59,124
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,3d,role,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.25,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.19,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.97,122
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.23,361
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,4,aspects,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.68,122
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.43,342
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.54,150
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.92,266
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,6a,recommendations,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.34,266
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,6b,topics,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.49,172
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,6c,lifecycle,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.35,260
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,6d,pricing,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.73,404
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,1,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.82,320
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,26,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.35,213
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,3,10,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.11,337
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,0,generic,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,353
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,126
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,1,merge,linked,f,True,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,362
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.42,353
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.56,128
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,2,morphology,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.2,364
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,3a,linguistic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.82,376
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,3b,purchases,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.7,127
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,3c,reviews,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.58,127
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,3d,role,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.66,344
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.03,123
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,3,behaviour,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.45,403
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,4,aspects,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.55,182
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.1,315
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.45,166
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,5,psychographic,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.1,282
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,6a,recommendations,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,13.63,207
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,6b,topics,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,14.92,123
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,6c,lifecycle,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,14.56,340
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,6d,pricing,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,13.78,361
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,1,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.69,274
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,26,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.57,236
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,5,10,6,hyper,linked,f,True,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.03,369
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,0,generic,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,0,generic,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,0,generic,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,0,VOCATIVE_MISMATCH,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,1,merge,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,1,,,0.0,351
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,1,merge,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,1,,,0.0,124
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,1,merge,prospect,f,True,0,synthetic,prospect,0,,,,,1,,,1,,,0.0,360
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,2,morphology,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.75,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,2,morphology,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.26,126
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,2,morphology,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.02,362
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,3a,linguistic,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,3b,purchases,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,purchases,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,3c,reviews,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,reviews,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,3d,role,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.22,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,3,behaviour,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,3,behaviour,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,3,behaviour,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,4,aspects,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,aspects",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,5,psychographic,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,5,psychographic,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,5,psychographic,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,6a,recommendations,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,recommendations",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,6b,topics,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,6c,lifecycle,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,6d,pricing,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,recommendations,pricing",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,1,6,hyper,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,26,6,hyper,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,428,10,6,hyper,prospect,f,True,0,synthetic,prospect,1,codex,gpt-5.6-terra,low,,0,"frequent_words,style_excerpt,purchases,reviews,recommendations,topics",,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,0,generic,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,0,generic,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,0,generic,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,1,merge,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,1,merge,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,115
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,1,merge,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,1,,,0.0,350
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,2,morphology,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.14,338
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,2,morphology,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.59,117
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,2,morphology,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.12,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,3a,linguistic,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.83,338
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,3b,purchases,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.64,117
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,3c,reviews,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.18,117
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,3d,role,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,3,behaviour,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.6,338
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,3,behaviour,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.02,116
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,3,behaviour,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.17,349
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,4,aspects,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.56,114
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,5,psychographic,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.07,353
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,5,psychographic,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.75,112
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,5,psychographic,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.65,247
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,6a,recommendations,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.38,184
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,6b,topics,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,18.51,121
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,6c,lifecycle,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,12.35,240
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,6d,pricing,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.54,320
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,1,6,hyper,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.18,377
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,26,6,hyper,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.8,211
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,38,10,6,hyper,linked,m,False,1,inferred,loyal_active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.91,362
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,0,generic,linked,m,False,1,inferred,active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,0,generic,linked,m,False,1,inferred,active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,105
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,0,generic,linked,m,False,1,inferred,active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,341
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,1,merge,linked,m,False,1,inferred,active,0,,,,,1,,,1,,,0.0,343
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,1,merge,linked,m,False,1,inferred,active,0,,,,,1,,,1,,,0.0,117
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,1,merge,linked,m,False,1,inferred,active,0,,,,,1,,,1,,,0.0,352
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,2,morphology,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.74,340
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,2,morphology,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.29,119
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,2,morphology,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.4,351
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,3a,linguistic,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.84,371
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,3b,purchases,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.65,119
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,3c,reviews,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.08,118
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,3d,role,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,0,role,,,,,0.0,0
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,3,behaviour,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.1,370
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,3,behaviour,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.32,116
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,3,behaviour,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.51,349
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,4,aspects,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.85,128
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,5,psychographic,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.98,285
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,5,psychographic,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.49,124
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,5,psychographic,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,7.28,277
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,6a,recommendations,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.87,237
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,6b,topics,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,4.84,146
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,6c,lifecycle,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.34,263
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,6d,pricing,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,5.77,272
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,1,6,hyper,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,8.8,287
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,26,6,hyper,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.11,178
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,44,10,6,hyper,linked,m,False,1,inferred,active,1,codex,gpt-5.6-terra,low,,1,,,1,,,6.55,381
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,46,1,0,generic,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,330
2026-09-07-uc01-personalization-20-level-codex-gpt-5.6-terra-low-all,46,26,0,generic,linked,m,False,1,inferred,loyal_active,0,,,,,1,,,0,"VOCATIVE_MISMATCH,REGISTER_MISMATCH",,0.0,105
