item_id,comet_score,status
pt::B008VD4BU8,0.8797,PASS
pt::B008VD4BYE,0.8665,PASS
pt::B009AR2MRI,0.8842,PASS
pt::B009JPBPWO,0.8685,PASS
pt::B009NE5YC8,0.8637,PASS
pt::B0000U9H40,0.8404,PASS
pt::B00081A2DQ,0.8397,PASS
pt::B0009IRUKG,0.8705,PASS
pt::B0009U7XH4,0.8346,PASS
pt::B000O2KIKG,0.8629,PASS
pt::B000WIK61I,0.8717,PASS
pt::B000ZJZ7OA,0.8474,PASS
pt::B0012LUPD8,0.8735,PASS
pt::B001C4VRZK,0.7944,PASS
pt::B001L9265G,0.8398,PASS
pt::B002JEU7JO,0.7071,PASS
pt::B002V41X2M,0.8615,PASS
pt::B00359EXYW,0.8085,PASS
pt::B003DZ14EU,0.8634,PASS
pt::B003SX0NG2,0.6899,RETRY
pt::B003VAHZ0Y,0.8834,PASS
pt::B003WU8J58,0.8399,PASS
pt::B003XU78PE,0.8406,PASS
pt::B00428N9M2,0.8731,PASS
pt::B004AM625G,0.8270,PASS
pt::B004NY9UZA,0.8641,PASS
pt::B004SBI2MU,0.8347,PASS
pt::B004VVLZY4,0.6291,RETRY
pt::B004YLAYHA,0.8797,PASS
pt::B0051AB60M,0.8553,PASS
pt::B005B5G4S6,0.8036,PASS
pt::B005DKZP6G,0.8132,PASS
pt::B005DSPLCQ,0.8779,PASS
pt::B005LJQO9G,0.8569,PASS
pt::B005N8W1EW,0.8849,PASS
pt::B005QWY3PU,0.8245,PASS
pt::B005TDWX2Q,0.8708,PASS
pt::B005TDWY4I,0.8430,PASS
pt::B005VAORH6,0.8354,PASS
pt::B006GDTTM0,0.8729,PASS
pt::B006K556Y4,0.7333,PASS
pt::B006OLFMZ2,0.8698,PASS
pt::B006WHPQE0,0.8783,PASS
pt::B007FPIP2I,0.8628,PASS
pt::B007KXBUHW,0.7950,PASS
pt::B007X3VEC0,0.8729,PASS
pt::B0084Y47SK,0.7975,PASS
pt::B008OQLLT6,0.8772,PASS
pt::B0096239EC,0.8471,PASS
pt::B0096239G0,0.8029,PASS
pt::B0099SMFP2,0.8790,PASS
pt::B009A4WUXC,0.8604,PASS
pt::B009E1IDLE,0.8759,PASS
pt::B000053HGW,0.8448,PASS
pt::B00005V8R8,0.8494,PASS
pt::B00005YV57,0.7740,PASS
pt::B0000665V7,0.8251,PASS
pt::B00006RH5I,0.8672,PASS
pt::B00007B4DM,0.8482,PASS
pt::B00007GQLT,0.8417,PASS
pt::B00009R6PX,0.8262,PASS
pt::B00009R72R,0.7801,PASS
pt::B00009R76N,0.6286,RETRY
pt::B00009R7E0,0.8441,PASS
pt::B00009R7ZL,0.8298,PASS
pt::B00009R8ZW,0.7215,PASS
pt::B00009R90P,0.8385,PASS
pt::B00009V3CG,0.8628,PASS
pt::B0000AE6AX,0.8685,PASS
pt::B0000AE6B4,0.8643,PASS
pt::B0000BZMIH,0.6003,RETRY
pt::B0000YPGQY,0.8668,PASS
pt::B0001Y6J14,0.8172,PASS
pt::B000234I5I,0.7782,PASS
pt::B0002LEMWE,0.8255,PASS
pt::B00062PN6I,0.8691,PASS
pt::B00064O8Z8,0.8243,PASS
pt::B0007QU6WY,0.8517,PASS
pt::B0007Y791C,0.8486,PASS
pt::B0007Y79E4,0.7948,PASS
pt::B000DZDTKU,0.8443,PASS
pt::B000EPHSLK,0.8705,PASS
pt::B000EQ24Z4,0.7934,PASS
pt::B000F0ELOG,0.8313,PASS
pt::B000F6OJOC,0.8056,PASS
pt::B000I2JI26,0.8751,PASS
pt::B000JFGAUU,0.8302,PASS
pt::B000JLK5UU,0.8613,PASS
pt::B000L9M20G,0.8700,PASS
pt::B000LRMR26,0.8708,PASS
pt::B000M5U9GI,0.8401,PASS
pt::B000NP46K2,0.8474,PASS
pt::B000YB862E,0.7609,PASS
pt::B000ZM8D4I,0.5558,RETRY
pt::B00126XT5E,0.7970,PASS
pt::B0013LRLUM,0.8385,PASS
pt::B001BAW7P4,0.8622,PASS
pt::B001D8S9E2,0.8217,PASS
pt::B001E01DEW,0.8383,PASS
pt::B001EH8FZA,0.8581,PASS
pt::B001FVI91U,0.6958,RETRY
pt::B001G4NBTG,0.7613,PASS
pt::B001G4QXTQ,0.8331,PASS
pt::B001HEJ8GA,0.8024,PASS
pt::B001HLF2KO,0.8624,PASS
pt::B001JE9G3I,0.8658,PASS
pt::B001Q9A69O,0.8410,PASS
pt::B001UNI80A,0.8631,PASS
pt::B001V7XPSA,0.8277,PASS
pt::B001X017G2,0.8265,PASS
pt::B0020HRCHU,0.8076,PASS
pt::B00212O4IE,0.8161,PASS
pt::B00232YR3E,0.8268,PASS
pt::B0027YYMQA,0.7232,PASS
pt::B002A97IJ0,0.8124,PASS
pt::B002BU8LIK,0.8366,PASS
pt::B002C7JG4A,0.8039,PASS
pt::B002K3X2WS,0.8349,PASS
pt::B002KKV7XW,0.5584,RETRY
pt::B002LM38YK,0.8290,PASS
pt::B002ODG5GO,0.8233,PASS
pt::B002OOWC42,0.8430,PASS
pt::B002PLQ8WG,0.8629,PASS
pt::B002TPFNXS,0.8654,PASS
pt::B002VG39BI,0.5973,RETRY
pt::B002W3IXZW,0.6824,RETRY
pt::B002XDQC4K,0.8026,PASS
pt::B0030U9ET0,0.8631,PASS
pt::B0032H4EX2,0.8092,PASS
pt::B003547GRI,0.7394,PASS
pt::B0036NMQ7S,0.8513,PASS
pt::B0037NZ2MI,0.8401,PASS
pt::B0038U9JOM,0.8297,PASS
pt::B003AI272I,0.6960,RETRY
pt::B003AJXUTQ,0.7904,PASS
pt::B003CNQPGU,0.7630,PASS
pt::B003DWP29G,0.8315,PASS
pt::B003HHROBG,0.7244,PASS
pt::B003IB2HYA,0.7871,PASS
pt::B003MACYGS,0.8307,PASS
pt::B003MMY14Y,0.8540,PASS
pt::B003MN1LTQ,0.8094,PASS
pt::B003MX4D0U,0.7839,PASS
pt::B003MY67BW,0.7932,PASS
pt::B003N7P6TC,0.8577,PASS
pt::B003OC6LWM,0.8212,PASS
pt::B003ODSVMY,0.8324,PASS
pt::B003QRX4PC,0.5155,RETRY
pt::B003SX0P1A,0.8700,PASS
pt::B003TO51LC,0.5368,RETRY
pt::B003TSCZRQ,0.7727,PASS
pt::B003TY9THE,0.6686,RETRY
pt::B003ULE6GU,0.8539,PASS
pt::B003VL8D2M,0.8480,PASS
pt::B003XIJ566,0.8748,PASS
pt::B003XJE7FO,0.8010,PASS
pt::B003XQO392,0.8560,PASS
pt::B003XRY4WC,0.6765,RETRY
pt::B003Y3EJMU,0.8405,PASS
pt::B003Y6UNI6,0.8319,PASS
pt::B0041OQKIC,0.8640,PASS
pt::B0041RRNBM,0.7902,PASS
pt::B0042AV11G,0.8403,PASS
pt::B0042KFLJ4,0.8506,PASS
pt::B0044XTJ10,0.8499,PASS
pt::B00475DQ6Y,0.6056,RETRY
pt::B004FK8WYC,0.7970,PASS
pt::B004FM4UFK,0.7783,PASS
pt::B004K8WPUQ,0.7902,PASS
pt::B004KJE8FK,0.8660,PASS
pt::B004KJE8FU,0.8720,PASS
pt::B004LCZG8Y,0.8089,PASS
pt::B004LGRKZC,0.8205,PASS
pt::B004LTAPPG,0.7973,PASS
pt::B004OQZV5U,0.8712,PASS
pt::B004QZFOF6,0.8604,PASS
pt::B004RIC11C,0.8491,PASS
pt::B004T4O3PQ,0.7928,PASS
pt::B004UT0T5S,0.8722,PASS
pt::B004V3I6JY,0.8479,PASS
pt::B004W2T2TM,0.7474,PASS
pt::B00505HA94,0.7256,PASS
pt::B0051GN7WG,0.8316,PASS
pt::B0051GN7WQ,0.8031,PASS
pt::B0051GN88O,0.8201,PASS
pt::B0053YLTBC,0.8455,PASS
pt::B005484N9W,0.8511,PASS
pt::B0055E6TY2,0.6254,RETRY
pt::B0055U6X4M,0.8412,PASS
pt::B0056C4VRK,0.7505,PASS
pt::B005869A16,0.8671,PASS
pt::B0058J1QII,0.8523,PASS
pt::B005B9CNMI,0.8158,PASS
pt::B005BSKKGU,0.8009,PASS
pt::B005D0AE8K,0.8662,PASS
pt::B005ELBSWO,0.8428,PASS
pt::B005EVTCVS,0.7197,PASS
pt::B005FNH9RE,0.8709,PASS
pt::B005G20NRC,0.6755,RETRY
pt::B005GMWENI,0.8586,PASS
pt::B005HUVB5Q,0.8314,PASS
pt::B005JV06QI,0.7892,PASS
pt::B005LFT3GG,0.8621,PASS
pt::B005MZU0MG,0.8664,PASS
pt::B005ODJ6DK,0.8225,PASS
pt::B005Q751BA,0.8213,PASS
pt::B005RFOJT6,0.8141,PASS
pt::B005SSMT8A,0.8377,PASS
pt::B005Z1TV3Q,0.8210,PASS
pt::B0069WHUO2,0.6752,RETRY
pt::B006G5ZVA2,0.8567,PASS
pt::B006RCMC4W,0.8320,PASS
pt::B006VZI4QA,0.8412,PASS
pt::B0075SUHKI,0.8874,PASS
pt::B0077CR5RK,0.8530,PASS
pt::B0077JNN4M,0.8617,PASS
pt::B007FGYZFI,0.8211,PASS
pt::B0087X71ZO,0.8433,PASS
pt::B0089V4WOC,0.7597,PASS
pt::B008E3M4TU,0.8503,PASS
pt::B008KVUAGU,0.8265,PASS
pt::B008S8WA18,0.8237,PASS
pt::B00005I9Q0,0.8799,PASS
pt::B00005LE7A,0.8395,PASS
pt::B00006I5JM,0.7791,PASS
pt::B00006JK37,0.8500,PASS
pt::B00008OE5I,0.8868,PASS
pt::B00008OT2G,0.8462,PASS
pt::B00009MDBQ,0.8325,PASS
pt::B00009R6JT,0.8652,PASS
pt::B00009VQG6,0.7963,PASS
pt::B00009XV7A,0.8553,PASS
pt::B0000BVDM7,0.8018,PASS
pt::B0000C8VEK,0.8867,PASS
pt::B0000CD0B7,0.8610,PASS
pt::B00013J86I,0.8724,PASS
pt::B000144HZE,0.8606,PASS
pt::B0001CNMFM,0.8651,PASS
pt::B0001EY1GY,0.8837,PASS
pt::B0001LFRIS,0.8541,PASS
pt::B0002WT6S8,0.8555,PASS
pt::B0002X8TVW,0.8465,PASS
pt::B00065ANY2,0.8675,PASS
pt::B00066IJPQ,0.8319,PASS
pt::B0007LOZH6,0.8614,PASS
pt::B0007TJ5AK,0.8375,PASS
pt::B00094F6CO,0.8788,PASS
pt::B0009JR5IM,0.8551,PASS
pt::B000A3V8SA,0.8606,PASS
pt::B000BY52NK,0.8370,PASS
pt::B000BY52O4,0.8517,PASS
pt::B000BYCKU8,0.8623,PASS
pt::B000CQPWMS,0.8508,PASS
pt::B000EPHR0C,0.8742,PASS
pt::B000EY5F5C,0.8380,PASS
pt::B000F2YHRA,0.8669,PASS
pt::B000FLNS76,0.7923,PASS
pt::B000FPIUBQ,0.8648,PASS
pt::B000GEQ0HW,0.8487,PASS
pt::B000HGIWN4,0.8599,PASS
pt::B000HJ5N2Y,0.8432,PASS
pt::B000HKLIVI,0.8671,PASS
pt::B000KB96QS,0.8309,PASS
pt::B000KJQ1DG,0.8405,PASS
pt::B000KKPN5C,0.8356,PASS
pt::B000L9OIQ2,0.7716,PASS
pt::B000LU8A7E,0.8635,PASS
pt::B000OK2X6K,0.8440,PASS
pt::B000QUUFRW,0.8712,PASS
pt::B000RPVGJ2,0.8519,PASS
pt::B000RQHAUA,0.8758,PASS
pt::B000VDCT3C,0.7587,PASS
pt::B000VXWO9Q,0.8309,PASS
pt::B000W66HZY,0.8741,PASS
pt::B000ZMCILW,0.7908,PASS
pt::B001202514,0.8554,PASS
pt::B0012WXFO8,0.8724,PASS
pt::B0013A1XDE,0.8257,PASS
pt::B001413EQ6,0.8705,PASS
pt::B001764QQU,0.8749,PASS
pt::B0017T9XDI,0.7336,PASS
pt::B001B0Z4CM,0.8334,PASS
pt::B001C53ZWM,0.8741,PASS
pt::B001DQKH3U,0.8262,PASS
pt::B001EAQZDQ,0.8224,PASS
pt::B001F0R1CY,0.8415,PASS
pt::B001FW9QGQ,0.8633,PASS
pt::B001H5T7LK,0.8293,PASS
pt::B001IOHAVO,0.8794,PASS
pt::B001JTP45C,0.8448,PASS
pt::B001O92JFK,0.8483,PASS
pt::B001V9KG0I,0.5481,RETRY
pt::B002BH3U20,0.8696,PASS
pt::B002C74GPO,0.8700,PASS
pt::B002FJQXXC,0.8262,PASS
pt::B002I636XM,0.8592,PASS
pt::B002MWNT84,0.6975,RETRY
pt::B002ONCC98,0.8832,PASS
pt::B002Y1U2M4,0.8430,PASS
pt::B0036EW94C,0.3868,RETRY
pt::B00385XUG0,0.8779,PASS
pt::B0038P1TP4,0.8007,PASS
pt::B00391Q7AY,0.8449,PASS
pt::B003C2B1O2,0.8514,PASS
pt::B003CFB1AS,0.8687,PASS
pt::B003KIEM3U,0.8513,PASS
pt::B003VVXUS4,0.7935,PASS
pt::B003ZUIHY8,0.8479,PASS
pt::B003ZYF3M8,0.8557,PASS
pt::B004352QXM,0.8789,PASS
pt::B0045EP2IC,0.7781,PASS
pt::B00488G6P8,0.8480,PASS
pt::B0049XEE88,0.8550,PASS
pt::B004C9P9TM,0.8326,PASS
pt::B004G8QO8E,0.8756,PASS
pt::B004GF8TIK,0.6827,RETRY
pt::B004GGK2JI,0.8679,PASS
pt::B004I8WH8I,0.8626,PASS
pt::B004QK5N5W,0.8764,PASS
pt::B004QKM5MG,0.8656,PASS
pt::B004RO9L4Q,0.8101,PASS
pt::B004UHDUNI,0.8129,PASS
pt::B004USLVJM,0.8454,PASS
pt::B004V4IWHY,0.8349,PASS
pt::B004VQRYX0,0.8593,PASS
pt::B004YWIJSA,0.7714,PASS
pt::B0054JJ0QW,0.8296,PASS
pt::B0054LK280,0.8418,PASS
pt::B0054YQO5C,0.8345,PASS
pt::B0056YNA1Q,0.8419,PASS
pt::B005BOMTT0,0.8281,PASS
pt::B005C31HC0,0.7865,PASS
pt::B005CG2ATQ,0.8553,PASS
pt::B005DKIID8,0.8713,PASS
pt::B005DLDO4U,0.8732,PASS
pt::B005EJH6Z4,0.8762,PASS
pt::B005EOWBKE,0.8701,PASS
pt::B005HNHRA6,0.8812,PASS
pt::B005MTME3U,0.8819,PASS
pt::B005RT0EMS,0.8570,PASS
pt::B005VTGB0S,0.8573,PASS
pt::B005X64MNM,0.8368,PASS
pt::B0065KWUCK,0.8536,PASS
pt::B006EWUP4Y,0.8512,PASS
pt::B0076W9Q5A,0.8538,PASS
pt::B007ABANFY,0.5672,RETRY
pt::B007BJHETS,0.8352,PASS
pt::B007K80TGU,0.8326,PASS
pt::B007LLYB4M,0.8578,PASS
pt::B007MS1YEE,0.8768,PASS
pt::B007POD696,0.7046,PASS
pt::B0081KKE4I,0.8597,PASS
pt::B008B14VAK,0.8428,PASS
pt::B008EQYRRY,0.6362,RETRY
pt::B008HYQ7ZI,0.8558,PASS
pt::B008M59QEG,0.8724,PASS
pt::B008MF3GVA,0.8265,PASS
pt::B008OHNZI0,0.8160,PASS
pt::B008OZF9SQ,0.8268,PASS
pt::B00007FWP2,0.8596,PASS
pt::B00009MK5M,0.6908,RETRY
pt::B0002XN3VS,0.7951,PASS
pt::B0007D9B9G,0.8087,PASS
pt::B0009V1BEY,0.8587,PASS
pt::B000EVQ3PQ,0.8727,PASS
pt::B000EWHEM6,0.8128,PASS
pt::B000FFLWLQ,0.8015,PASS
pt::B000HDJT4S,0.8648,PASS
pt::B000JJN9PK,0.8644,PASS
pt::B000M19LES,0.8224,PASS
pt::B000NWNK7U,0.5415,RETRY
pt::B000O8SKZ0,0.8174,PASS
pt::B000XJRZNS,0.8149,PASS
pt::B000XQK2OU,0.8427,PASS
pt::B000YQ48VM,0.7710,PASS
pt::B0010Z28XG,0.8445,PASS
pt::B001144JQU,0.8491,PASS
pt::B0011N180Q,0.8861,PASS
pt::B00123Q936,0.8421,PASS
pt::B0012GE5DE,0.8631,PASS
pt::B00168BSEW,0.8501,PASS
pt::B001E45THA,0.8452,PASS
pt::B001EN8XW4,0.8646,PASS
pt::B001FBM0OW,0.8344,PASS
pt::B001LM66BS,0.7437,PASS
pt::B001NS0OZ4,0.8568,PASS
pt::B001OI2YNS,0.8751,PASS
pt::B001PLIG68,0.8575,PASS
pt::B001R0QBI2,0.8475,PASS
pt::B001T0HWTC,0.7477,PASS
pt::B001TK3D3Q,0.8341,PASS
pt::B002AEU3EW,0.7659,PASS
pt::B002JH3TW8,0.8276,PASS
pt::B002O3KVSC,0.8306,PASS
pt::B002OOWC3S,0.5355,RETRY
pt::B002PHLZXC,0.7807,PASS
pt::B002YOENAS,0.8819,PASS
pt::B0030LO5CU,0.7480,PASS
pt::B0035JJJPU,0.8829,PASS
pt::B0035VFWNG,0.8593,PASS
pt::B0039NLS4C,0.6052,RETRY
pt::B003BLQKI6,0.8312,PASS
pt::B003IT6PHC,0.8139,PASS
pt::B003IT6YFK,0.8092,PASS
pt::B003IT6YFU,0.8322,PASS
pt::B003O2RVGM,0.8521,PASS
pt::B003ULNA3K,0.8125,PASS
pt::B003YM04NO,0.7323,PASS
pt::B0040702HU,0.8677,PASS
pt::B0046SQ8VW,0.7858,PASS
pt::B004CAHTCQ,0.8233,PASS
pt::B004FTREOW,0.8140,PASS
pt::B004H3XNB4,0.8541,PASS
pt::B004J8HWHI,0.8694,PASS
pt::B004M8SVGQ,0.8768,PASS
pt::B004NY9UV4,0.8107,PASS
pt::B004R6WWK4,0.8716,PASS
pt::B004WOK2NK,0.7952,PASS
pt::B004YIFKRM,0.8736,PASS
pt::B0050A1O5U,0.8410,PASS
pt::B0052N9HWM,0.8531,PASS
pt::B005EIGUD4,0.8208,PASS
pt::B005EWB3AU,0.8844,PASS
pt::B005KP47RC,0.8347,PASS
pt::B006JINHYS,0.7252,PASS
pt::B007471PZQ,0.8583,PASS
pt::B0076EHMRW,0.7793,PASS
pt::B007GNN0AG,0.8710,PASS
pt::B007K3SB6K,0.8863,PASS
pt::B00829THO6,0.8774,PASS
pt::B00829THVO,0.8690,PASS
pt::B008MCZJXG,0.8630,PASS
pt::B008RXYOKY,0.8639,PASS
pt::B008X1BVH4,0.8667,PASS
pt::B009APC0R2,0.8728,PASS
pt::B009H0XQPA,0.8358,PASS
pt::B009HQCARY,0.8544,PASS
pt::B00004W3ZQ,0.5806,RETRY
pt::B00005108J,0.7687,PASS
pt::B00005125T,0.8573,PASS
pt::B00005T3Q2,0.7901,PASS
pt::B00009L1UX,0.8713,PASS
pt::B0009CDYF2,0.8850,PASS
pt::B000BQQ2JQ,0.8318,PASS
pt::B000FB44VA,0.8057,PASS
pt::B000FNFSPY,0.8444,PASS
pt::B000NKU5H0,0.8594,PASS
pt::B000WTQ5NU,0.7930,PASS
pt::B0012JCZYM,0.8792,PASS
pt::B00139E1QQ,0.8697,PASS
pt::B0019SI266,0.8530,PASS
pt::B001B99I34,0.8200,PASS
pt::B001O94GNS,0.8288,PASS
pt::B001PS9URK,0.8131,PASS
pt::B001RETZKO,0.8546,PASS
pt::B001S2RDA4,0.8651,PASS
pt::B001SEQSDK,0.8666,PASS
pt::B002Q5XFCM,0.8536,PASS
pt::B002U6EWPG,0.6695,RETRY
pt::B002U6KT8U,0.5867,RETRY
pt::B002UBPBTC,0.8429,PASS
pt::B002W1WHGU,0.8661,PASS
pt::B002W6Z80C,0.8672,PASS
pt::B002ZV7WYE,0.8549,PASS
pt::B00318CGBE,0.8815,PASS
pt::B0034XGLLM,0.8801,PASS
pt::B00361G10S,0.8665,PASS
pt::B003FVJYF8,0.7727,PASS
pt::B003GSLFVG,0.7710,PASS
pt::B003LR7ME6,0.3541,RETRY
pt::B003N8GVUY,0.8350,PASS
pt::B003VTZE4Y,0.8871,PASS
pt::B003VYB2WW,0.8486,PASS
pt::B00429N18S,0.8103,PASS
pt::B0046TDJJK,0.8494,PASS
pt::B004ABQAFO,0.8795,PASS
pt::B004GF1PC2,0.8480,PASS
pt::B004H1PV2A,0.8096,PASS
pt::B004I67P3W,0.8390,PASS
pt::B004INGZCM,0.8505,PASS
pt::B004LSNF04,0.8278,PASS
pt::B004N6259G,0.8655,PASS
pt::B004RDWVUS,0.8628,PASS
pt::B004ZMVQRA,0.8369,PASS
pt::B0053GBC0S,0.8793,PASS
pt::B0055YB7IA,0.7259,PASS
pt::B005HY4UG4,0.8621,PASS
pt::B005I6DVC0,0.8764,PASS
pt::B005K97B4Y,0.8328,PASS
pt::B005LU2Z2A,0.8674,PASS
pt::B005NEZDUA,0.8837,PASS
pt::B00603S1SY,0.8767,PASS
pt::B0060GEZ0E,0.8750,PASS
pt::B00632PC4I,0.8415,PASS
pt::B0066636AS,0.8668,PASS
pt::B00695OFE2,0.7675,PASS
pt::B006GQIIEM,0.8522,PASS
pt::B006MBP7T0,0.8826,PASS
pt::B006U3O566,0.8487,PASS
pt::B006UUF27U,0.8304,PASS
pt::B007Q45EF4,0.8850,PASS
pt::B007QJ3HKI,0.8541,PASS
pt::B007TG5ECW,0.7381,PASS
pt::B007TG5EG8,0.7889,PASS
pt::B007TW93CI,0.8734,PASS
pt::B007W5B55A,0.8582,PASS
pt::B0082B9NHK,0.8537,PASS
pt::B008BR5XBK,0.8630,PASS
pt::B008D1JRIO,0.8920,PASS
pt::B008N7CCJY,0.8442,PASS
pt::B008THTWIW,0.8597,PASS
pt::B008XV7VTG,0.8575,PASS
pt::B0090J652Y,0.8601,PASS
pt::B00998P1JY,0.8618,PASS
pt::B009D4D1NW,0.8587,PASS
pt::B009F1K79Y,0.7989,PASS
pt::B009FX5CY2,0.8692,PASS
pt::B000068O16,0.6744,RETRY
pt::B00007E7JU,0.8483,PASS
pt::B0000U1N38,0.8755,PASS
pt::B0001XGQTA,0.7466,PASS
pt::B0002GV876,0.8786,PASS
pt::B0002J1TUE,0.7955,PASS
pt::B00067OEPO,0.8102,PASS
pt::B00078GLJY,0.6906,RETRY
pt::B000812QC6,0.8009,PASS
pt::B00092GM0Q,0.8486,PASS
pt::B0009DT87O,0.8473,PASS
pt::B000B9O83A,0.8298,PASS
pt::B000CCUG64,0.7967,PASS
pt::B000OQUMKI,0.8683,PASS
pt::B000UWYM5C,0.6988,RETRY
pt::B000V6T66C,0.7733,PASS
pt::B000XFVZ5G,0.8515,PASS
pt::B0011B9F1M,0.8295,PASS
pt::B00137JVRM,0.7429,PASS
pt::B0017H4EBG,0.7829,PASS
pt::B001AJ8RAA,0.8556,PASS
pt::B001CF60R4,0.7657,PASS
pt::B001L6LG5K,0.8700,PASS
pt::B001N89O8C,0.8825,PASS
pt::B001W3FXAQ,0.8014,PASS
pt::B00274QWUO,0.8496,PASS
pt::B00285D1FQ,0.7816,PASS
pt::B0029N3U8K,0.7895,PASS
pt::B002MY8ENM,0.8488,PASS
pt::B002P8LZ36,0.8502,PASS
pt::B002XIJ4DG,0.8473,PASS
pt::B0035FZ142,0.7243,PASS
pt::B0035FZ14M,0.7249,PASS
pt::B0037NX6JY,0.8402,PASS
pt::B003FG7IG0,0.8821,PASS
pt::B003IOYXVM,0.6924,RETRY
pt::B003LVZYNI,0.8733,PASS
pt::B003NYSZUW,0.7771,PASS
pt::B003Q9RERY,0.7482,PASS
pt::B003UI62AG,0.8341,PASS
pt::B003Y30334,0.7247,PASS
pt::B003Y73Q5M,0.8102,PASS
pt::B003ZTVDIQ,0.8481,PASS
pt::B0040X4PV8,0.8412,PASS
pt::B0044UHMOO,0.8445,PASS
pt::B004FTG0JC,0.8013,PASS
pt::B004IBK3PE,0.8457,PASS
pt::B0052SCTLI,0.8570,PASS
pt::B0055MBQOM,0.8045,PASS
pt::B0055MBQOW,0.8188,PASS
pt::B0058X0TFA,0.7323,PASS
pt::B005GMWEI8,0.7819,PASS
pt::B005H3Q57M,0.8406,PASS
pt::B005HJWWW8,0.8700,PASS
pt::B005HY4U5A,0.8102,PASS
pt::B005Y3T1AI,0.8468,PASS
pt::B006LG9R4M,0.4766,RETRY
pt::B007BXD66E,0.8433,PASS
pt::B007KI8IMW,0.8459,PASS
pt::B007RZB3KM,0.8153,PASS
pt::B008AE2WV8,0.8629,PASS
pt::B008N06I2I,0.8450,PASS
pt::B008ZGKWQI,0.8640,PASS
pt::B0000649F8,0.8795,PASS
pt::B000068O34,0.7655,PASS
pt::B00006IS4X,0.8422,PASS
pt::B00006LSVL,0.8184,PASS
pt::B0001AOGAE,0.8175,PASS
pt::B0001FTVE0,0.8273,PASS
pt::B0001HKIK4,0.8356,PASS
pt::B00065X51U,0.8678,PASS
pt::B0007RALGO,0.8857,PASS
pt::B0007UQNV8,0.7556,PASS
pt::B0007XDI54,0.8376,PASS
pt::B000BKP7ZW,0.8806,PASS
pt::B000BN94F8,0.8604,PASS
pt::B000CP4JMS,0.7368,PASS
pt::B000CP4ML6,0.8753,PASS
pt::B000E5FOYS,0.8694,PASS
pt::B000EHUFLI,0.8189,PASS
pt::B000F2PHDI,0.8733,PASS
pt::B000I68BD4,0.8701,PASS
pt::B000IN09C8,0.7132,PASS
pt::B000N53TDM,0.8275,PASS
pt::B000NZVR3Q,0.8155,PASS
pt::B000OGX5AM,0.7177,PASS
pt::B000OH75MA,0.8708,PASS
pt::B000Q5APCC,0.7975,PASS
pt::B000UELQPY,0.8262,PASS
pt::B000V0BXLE,0.8058,PASS
pt::B000VAKI60,0.8801,PASS
pt::B000WOIG8C,0.8718,PASS
pt::B000Y97Q86,0.7971,PASS
pt::B000YC8NYY,0.8457,PASS
pt::B0011ZK6ZC,0.8625,PASS
pt::B0011ZPKVM,0.8869,PASS
pt::B00141CIZO,0.8445,PASS
pt::B0014T7W8Y,0.8601,PASS
pt::B0015S8PGW,0.8644,PASS
pt::B001AVRD62,0.8657,PASS
pt::B001BM5XB2,0.8261,PASS
pt::B001CCLBSA,0.8614,PASS
pt::B001CZCVG8,0.8767,PASS
pt::B001CZCYBU,0.8437,PASS
pt::B001EJJ2UU,0.8443,PASS
pt::B001GIOQBE,0.8550,PASS
pt::B001M6RQB2,0.8388,PASS
pt::B001PKTR76,0.8658,PASS
pt::B001PNCNVK,0.8723,PASS
pt::B001PPVXPK,0.8773,PASS
pt::B001S4OTS6,0.8745,PASS
pt::B001V9KG08,0.8777,PASS
pt::B001VEAI74,0.8190,PASS
pt::B0021MGPYA,0.8113,PASS
pt::B0021Y73W6,0.8826,PASS
pt::B0025VKUQ6,0.8732,PASS
pt::B00276S5F2,0.8806,PASS
pt::B002BA596W,0.8499,PASS
pt::B002DPTQ8W,0.8626,PASS
pt::B002I636YG,0.8721,PASS
pt::B002IKLJU0,0.8583,PASS
pt::B002LEVGMO,0.8833,PASS
pt::B002OJN250,0.8680,PASS
pt::B002TLSOG0,0.5792,RETRY
pt::B002VPDM2K,0.8597,PASS
pt::B00359EXXI,0.8440,PASS
pt::B0039BPG1A,0.8642,PASS
pt::B0039BPG4M,0.8544,PASS
pt::B003AM87Q4,0.8771,PASS
pt::B003WJR68U,0.8799,PASS
pt::B003YKG2W8,0.8831,PASS
pt::B0040X3EG0,0.8243,PASS
pt::B0045EFZUM,0.8428,PASS
pt::B004H9C4JK,0.7882,PASS
pt::B004KMC0SO,0.8689,PASS
pt::B004OVECU0,0.8785,PASS
pt::B004QK7HI8,0.8505,PASS
pt::B005ECB3PU,0.8558,PASS
pt::B005GOINEK,0.8756,PASS
pt::B005LAIEN4,0.8652,PASS
pt::B005QXX35K,0.7124,PASS
pt::B005U8XJO6,0.8306,PASS
pt::B0061XSDJ0,0.8496,PASS
pt::B0067PLM5E,0.8677,PASS
pt::B006JJ8ZU8,0.8316,PASS
pt::B006LW0W5Y,0.6746,RETRY
pt::B006VJT1K4,0.8624,PASS
pt::B007CO5DZ4,0.4165,RETRY
pt::B007H3L24Q,0.8648,PASS
pt::B007JY58FM,0.8747,PASS
pt::B007K8WUWG,0.8352,PASS
pt::B007N4SPGW,0.8596,PASS
pt::B007O0KR48,0.8747,PASS
pt::B007UYKG4E,0.8256,PASS
pt::B008BXSY7E,0.8624,PASS
