item_id,translator,verdict,fixes_json
rs::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B00006343P::1320364800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0000VP1WQ::1245628800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000DZKUHA::1222387200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000FZX9I0::1223251200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000OEOMOW::1226880000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0002KKIUA::1297382400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000FDVK2E::1249516800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000M4XMGI::1225152000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B00009V2W9::1255305600::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000EF3YQI::1267747200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000HEANB0::1292371200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000M2GYF6::1223251200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B00006343P::1320364800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000261N6M::1220745600::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000MX48VM::1251072000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000067RVL::1250640000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B00002NDRF::1298419200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000M17AVO::1221782400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B0002CPBUK::1229990400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0001LTT64::1229990400::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B00006B8K2::1244160000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000NO8GNG::1231200000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000FNBYKW::1263772800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000HDL05O::1276041600::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rs::ADLVFFE4VBT8::B000MDZKUU::1369872000::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=claude-opus-4-7,claude-opus-4-7,VALID,[]
rt::ADLVFFE4VBT8::B000M2GYF6::1223251200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0009MFTSW::1271203200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B00009V2W9::1255305600::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000EF3YQI::1267747200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B00093IIRA::1225324800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B00005114Z::1242691200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000JMJWV2::1293580800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0000VP1WQ::1245628800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000FDVK2E::1249516800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000M4XMGI::1225152000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0002CPBUK::1229990400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B00005114Z::1242691200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000J38QBS::1289520000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0002KKIUA::1297382400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000HEANB0::1292371200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000OEOMOW::1226880000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000NO8GNG::1231200000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0009MFTSW::1271203200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000JMJWV2::1293580800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B00006343P::1320364800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0000VP1WQ::1245628800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000HDL05O::1276041600::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000M4XMGI::1225152000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0002KKIUA::1297382400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000OEOMOW::1226880000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000FDVK2E::1249516800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0009Y7APU::1239062400::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,INVALID,"[{""replace"": ""Díly je díly"", ""with"": ""Díly jsou díly"", ""why"": ""Ačkoliv je v originále gramatická chyba 'Parts is parts' jakožto ustálená fráze, v češtině 'Díly je díly' nedává smysl a působí jako strojový překlad, lepší by bylo zachovat smysl jako 'Díly jsou díly'.""}]"
rs::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B00006343P::1320364800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000HEANB0::1292371200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000BYA5NC::1263427200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0001IXUDK::1246924800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000067RVL::1250640000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rs::ADLVFFE4VBT8::B000KZ67FC::1247011200::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000JVCPEY::1231632000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000FITJ04::1239580800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000OH56ZS::1228780800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000M51NRM::1263340800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B000HKGK8Y::1264896000::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
rt::ADLVFFE4VBT8::B0002L5R78::1229212800::tr=gemini-3.1-pro-preview,gemini-3.1-pro-preview,VALID,[]
